Frequency ranking,Lexeme,Standard Orthography (in newspapers),Standard Reading (in Hiragana),Meaning
36829,塗り直す,塗り直す,ぬりなおす,
36829,分捕る,分捕る,ぶんどる,
36829,付け上がる,,,
36829,先走る,先走る,さきばしる,
36829,履き違える,はきちがえる,はきちがえる,
36829,喜ばす,喜ばす,よろこばす,
36829,存じ上げる,存じ上げる,ぞんじあげる,
36829,騒がす,騒がす,さわがす,
36829,押し合う,押し合う,おしあう,
36829,録る,とる,とる,
36829,塞ぎ込む,ふさぎ込む,ふさぎこむ,
36829,読ます,読ます,よます,
36829,張り替える,張り替える,はりかえる,
36829,染め上げる,染め上げる,そめあげる,
36829,舞い落ちる,舞い落ちる,まいおちる,
36829,知らせる,知らせる,しらせる,
36829,直走る,ひた走る,ひたはしる,
36829,消し飛ぶ,消し飛ぶ,けしとぶ,
36829,掴み出す,つかみ出す,つかみだす,
36829,茹で上がる,ゆで上がる,ゆであがる,
36829,当て付ける,あてつける,あてつける,
36829,走らす,走らす,はしらす,
36829,逃げ遅れる,逃げ遅れる,にげおくれる,
36829,踏み固める,踏み固める,ふみかためる,
36829,彫り込む,,,
36829,飛び越す,飛び越す,とびこす,
36829,押し分ける,押し分ける,おしわける,
36829,洗い落とす,洗い落とす,あらいおとす,
36829,出来す,でかす,でかす,
36829,遊び回る,,,
36829,事切れる,こと切れる,こときれる,
36829,希う,こいねがう,こいねがう,
36829,撥ね上げる,はねあげる,はねあげる,
36829,匂わす,におわす,におわす,
36829,かどわかす,かどわかす,かどわかす,
36829,落ち窪む,落ちくぼむ,おちくぼむ,
36829,押し開く,押し開く,おしひらく,
36829,追い上げる,追い上げる,おいあげる,
36829,宥め賺す,なだめすかす,なだめすかす,
36829,付け回す,付け回す,つけまわす,
36829,取り潰す,取りつぶす,とりつぶす,
36829,吹き消す,吹き消す,ふきけす,
36829,射掛ける,,,
36829,鋳る,いる,いる,
36829,歩み去る,,,
36829,道化る,道化る,どうける,
36829,仮す,貸す,かす,
36829,除する,じょする,じょする,
36829,積み上がる,積み上がる,つみあがる,
36829,笑い返す,,,
36829,食べ合う,,,
37694,取り混ぜる,とりまぜる,とりまぜる,
37694,買わす,交わす,かわす,
37694,払わす,,,
37694,出しゃばる,出しゃばる,でしゃばる,
37694,ほじくる,ほじくる,ほじくる,
37694,丸め込む,丸め込む,まるめこむ,
37694,組み合う,組み合う,くみあう,
37694,立て込む,立て込む,たてこむ,
37694,嫉む,そねむ,そねむ,
37694,尖らす,とがらす,とがらす,
37694,取り除ける,とりのける,とりのける,
37694,投げ飛ばす,投げ飛ばす,なげとばす,
37694,取り越す,取越す,とりこす,
37694,守り抜く,守り抜く,まもりぬく,
37694,付き合わす,つきあわす,つきあわす,
37694,打っ付ける,ぶっつける,ぶっつける,
37694,かまける,かまける,かまける,
37694,褒めそやす,ほめそやす,ほめそやす,
37694,染み入る,しみ入る,しみいる,
37694,攻め立てる,攻め立てる,せめたてる,
37694,聞き漏らす,聞きもらす,ききもらす,
37694,喜び勇む,喜び勇む,よろこびいさむ,
37694,運び上げる,運び上げる,はこびあげる,
37694,絡げる,からげる,からげる,
37694,溺れ死ぬ,,,
37694,入れ揚げる,入れあげる,いれあげる,
37694,押し下げる,押し下げる,おしさげる,
37694,しこる,,,
37694,刺し貫く,刺し貫く,さしつらぬく,
37694,がなり立てる,がなりたてる,がなりたてる,
37694,下卑る,下卑る,げびる,
37694,喚き立てる,,,
37694,絞り上げる,絞り上げる,しぼりあげる,
37694,疎んずる,疎んずる,うとんずる,
37694,押し隠す,押し隠す,おしかくす,
37694,笑む,笑む,えむ,
37694,ぎらつく,ぎらつく,ぎらつく,
37694,寿ぐ,ことほぐ,ことほぐ,
37694,撫で摩る,なでさする,なでさする,
37694,差し障る,差し障る,さしさわる,
37694,どやす,どやす,どやす,
37694,倒れ掛かる,倒れかかる,たおれかかる,
37694,挺する,呈する,ていする,
37694,立ち至る,立ち至る,たちいたる,
37694,組み合わさる,組み合わさる,くみあわさる,
37694,染み透る,しみとおる,しみとおる,
37694,責付く,せつく,せつく,
37694,打ち下ろす,打ち下ろす,うちおろす,
37694,奔る,走る,はしる,
37694,積み替える,積み替える,つみかえる,
37694,押し包む,押しつつむ,おしつつむ,
37694,繰り入れる,繰り入れる,くりいれる,
37694,読み飛ばす,読み飛ばす,よみとばす,
37694,流し入れる,流し入れる,ながしいれる,
37694,述べ伝える,,,
38630,涼む,涼む,すずむ,
38630,負かす,負かす,まかす,
38630,生み分ける,,,
38630,通い詰める,通いつめる,かよいつめる,
38630,耳慣れる,耳慣れる,みみなれる,
38630,ざり,,,
38630,甘ったれる,甘ったれる,あまったれる,
38630,剥げ落ちる,,,
38630,奮い起こす,奮起す,ふるいおこす,
38630,買い被る,買いかぶる,かいかぶる,
38630,舐る,ねぶる,ねぶる,
38630,盛り立てる,もりたてる,もりたてる,
38630,ぬかる,抜かる,ぬかる,
38630,犇めき合う,ひしめき合う,ひしめきあう,
38630,照り映える,照り映える,てりはえる,
38630,潰える,ついえる,ついえる,
38630,燃え移る,,,
38630,切れ込む,切れ込む,きれこむ,
38630,吸い出す,吸い出す,すいだす,
38630,晴れ上がる,晴れ上がる,はれあがる,
38630,焼き捨てる,焼き捨てる,やきすてる,
38630,逆巻く,逆巻く,さかまく,
38630,日暮れる,,,
38630,擦れ合う,すれ合う,すれあう,
38630,縮み上がる,縮み上がる,ちぢみあがる,
38630,思い合わせる,思い合わせる,おもいあわせる,
38630,注ぎ足す,つぎ足す,つぎたす,
38630,ググる,,,
38630,膿む,生む,うむ,
38630,与り知る,あずかり知る,あずかりしる,
38630,拾い出す,拾い出す,ひろいだす,
38630,蹴り飛ばす,,,
38630,剃り上げる,そりあげる,そりあげる,
38630,振り立てる,振り立てる,ふりたてる,
38630,攻め寄せる,攻め寄せる,せめよせる,
38630,交う,買う,かう,
38630,泣き伏す,泣き伏す,なきふす,
38630,取り澄ます,取り澄ます,とりすます,
38630,初める,初める,そめる,
38630,過つ,あやまつ,あやまつ,
38630,具わる,備わる,そなわる,
38630,勤め上げる,勤め上げる,つとめあげる,
38630,訪ね歩く,,,
38630,裁つ,立つ,たつ,
38630,ばらつく,ばらつく,ばらつく,
38630,うつ伏す,うつぶす,うつぶす,
38630,転がり出る,,,
38630,尋ね返す,,,
38630,出張る,出張る,でばる,
38630,まびく,間引く,まびく,
38630,殴り倒す,殴り倒す,なぐりたおす,
38630,行き掛ける,,,
38630,捧げ持つ,ささげ持つ,ささげもつ,
38630,偏する,偏する,へんする,
38630,粟立つ,泡立つ,あわだつ,
38630,揉みしだく,もみしだく,もみしだく,
38630,鬻ぐ,,,
38630,読み下す,読み下す,よみくだす,
38630,薙ぐ,和ぐ,なぐ,
38630,取り崩す,取り崩す,とりくずす,
38630,怒鳴り返す,,,
38630,架する,課する,かする,
39617,扇ぐ,扇ぐ,あおぐ,
39617,怒らす,怒らす,いからす,
39617,紛らわせる,,,
39617,聞き直す,聞き直す,ききなおす,
39617,行き違う,行き違う,いきちがう,
39617,撫ぜる,なぜる,なぜる,
39617,殴り合う,殴り合う,なぐりあう,
39617,重る,重る,おもる,
39617,詠み込む,読み込む,よみこむ,
39617,疑る,うたぐる,うたぐる,
39617,ぶつけ合う,ぶつけ合う,ぶつけあう,
39617,がなる,,,
39617,猛る,威,たける,
39617,織り上げる,織り上げる,おりあげる,
39617,点ずる,転ずる,てんずる,
39617,眺め渡す,,,
39617,断ち切れる,断ち切れる,たちきれる,
39617,焦げ付く,焦げ付く,こげつく,
39617,求まる,元丸,もとまる,
39617,食い殺す,食い殺す,くいころす,
39617,振り捨てる,振り捨てる,ふりすてる,
39617,述べ立てる,,,
39617,燻す,燻す,いぶす,
39617,積り積る,積もり積もる,つもりつもる,
39617,入れ違う,入れ違う,いれちがう,
39617,貸し与える,,,
39617,書き溜める,書きためる,かきためる,
39617,探り合う,探り合う,さぐりあう,
39617,消し止める,消し止める,けしとめる,
39617,引き据える,ひきすえる,ひきすえる,
39617,滲み出す,滲み出す,にじみだす,
39617,引き当てる,引き当てる,ひきあてる,
39617,見飽きる,見飽きる,みあきる,
39617,掻っ払う,かっぱらう,かっぱらう,
39617,戯れ付く,,,
39617,抱え上げる,,,
39617,浮かび出る,浮かび出る,うかびでる,
39617,草する,奏する,そうする,
39617,恋う,高,こう,
39617,よだつ,よだつ,よだつ,
39617,攻め落とす,攻め落とす,せめおとす,
39617,経巡る,へめぐる,へめぐる,
39617,仰向く,仰向く,あおむく,
39617,粘つく,ねばつく,ねばつく,
39617,眇める,すがめる,すがめる,
39617,倒れ伏す,,,
39617,生き急ぐ,,,
39617,握り返す,,,
39617,吠え立てる,,,
39617,びくつく,びくつく,びくつく,
40698,倍する,倍する,ばいする,
40698,書き忘れる,書き忘れる,かきわすれる,
40698,骨折る,骨折る,ほねおる,
40698,継ぎ足す,つぎ足す,つぎたす,
40698,浮かばれる,浮かばれる,うかばれる,
40698,言い聞かす,言い聞かす,いいきかす,
40698,選り分ける,より分ける,よりわける,
40698,馴らす,鳴らす,ならす,
40698,躄る,いざる,いざる,
40698,焼け付く,焼けつく,やけつく,
40698,雪崩れる,なだれる,なだれる,
40698,迷わす,迷わす,まよわす,
40698,着古す,着古す,きふるす,
40698,出払う,出払う,ではらう,
40698,下げ渡す,下げ渡す,さげわたす,
40698,伍する,伍する,ごする,
40698,訴え出る,,,
40698,吹き寄せる,吹き寄せる,ふきよせる,
40698,轢き殺す,ひき殺す,ひきころす,
40698,交わし合う,,,
40698,狂わす,狂わす,くるわす,
40698,沈み掛ける,沈みかける,しずみかける,
40698,叩き上げる,たたき上げる,たたきあげる,
40698,打ち払う,打ち払う,うちはらう,
40698,押し頂く,おしいただく,おしいただく,
40698,掛け合わせる,掛け合わせる,かけあわせる,
40698,投げ上げる,,,
40698,掠め取る,かすめ取る,かすめとる,
40698,諳んずる,そらんずる,そらんずる,
