Frequency ranking,Lexeme,Standard Orthography (in newspapers),Standard Reading (in Hiragana),Meaning
10007,培う,培う,つちかう,
10055,言い張る,言い張る,いいはる,
10055,洒落る,しゃれる,しゃれる,
10055,運び込む,運び込む,はこびこむ,
10055,張り上げる,張り上げる,はりあげる,
10055,描き出す,描き出す,えがきだす,
10093,逝く,逝く,いく,
10093,掻き立てる,かきたてる,かきたてる,
10093,見通す,見通す,みとおす,
10093,脱する,脱する,だっする,
10145,ぶら下がる,ぶら下がる,ぶらさがる,
10194,引っ繰り返る,ひっくり返る,ひっくりかえる,
10194,絡み合う,絡み合う,からみあう,
10194,芽生える,芽生える,めばえる,
10194,決する,決する,けっする,
10194,引き渡す,引き渡す,ひきわたす,
10194,聳える,そびえる,そびえる,
10194,耕す,耕す,たがやす,
10240,召し上がる,召し上がる,めしあがる,
10240,旅立つ,旅立つ,たびだつ,
10240,治める,治める,おさめる,
10284,押し掛ける,押しかける,おしかける,
10284,吹き飛ばす,吹き飛ばす,ふきとばす,
10284,取り立てる,取り立てる,とりたてる,
10284,凍り付く,凍りつく,こおりつく,
10324,消え去る,消え去る,きえさる,
10324,抱き付く,抱きつく,だきつく,
10324,見返す,見返す,みかえす,
10324,狼狽える,うろたえる,うろたえる,
10324,向き直る,向き直る,むきなおる,
10366,引き止める,引き留める,ひきとめる,
10366,思い立つ,思い立つ,おもいたつ,
10366,振り掛ける,ふりかける,ふりかける,
10408,揉める,揉める,もめる,
10408,割り込む,割り込む,わりこむ,
10408,追い越す,追い越す,おいこす,
10408,取り残す,取り残す,とりのこす,
10408,思い描く,思い描く,おもいえがく,
10408,乗ずる,乗ずる,じょうずる,
10408,読み返す,読み返す,よみかえす,
10460,剥がれる,はがれる,はがれる,
10460,見せ付ける,見せつける,みせつける,
10460,罰する,罰する,ばっする,
10460,考え出す,考え出す,かんがえだす,
10521,患う,患う,わずらう,
10521,歩き回る,歩き回る,あるきまわる,
10521,見落とす,見落とす,みおとす,
10521,呼び寄せる,呼び寄せる,よびよせる,
10561,思い浮かぶ,思い浮かぶ,おもいうかぶ,
10561,行き届く,行きとどく,いきとどく,
10561,溶け込む,溶け込む,とけこむ,
10561,生まれ育つ,生まれ育つ,うまれそだつ,
10561,灯る,ともる,ともる,
10614,出会す,出くわす,でくわす,
10614,待ち構える,待ち構える,まちかまえる,
10614,黙り込む,黙り込む,だまりこむ,
10663,出回る,出回る,でまわる,
10663,馬鹿げる,ばかげる,ばかげる,
10663,遠ざける,遠ざける,とおざける,
10663,逃げ込む,逃げ込む,にげこむ,
10663,飛び交う,飛び交う,とびかう,
10663,駆け出す,駆け出す,かけだす,
10715,混ざる,混ざる,まざる,
10715,くっ付ける,くっ付ける,くっつける,
10715,抜かす,抜かす,ぬかす,
10715,取り止める,取りやめる,とりやめる,
10715,掛け離れる,かけ離れる,かけはなれる,
10715,翻す,翻す,ひるがえす,
10715,彩る,彩る,いろどる,
10715,馳せる,はせる,はせる,
10763,改まる,改まる,あらたまる,
10763,衝く,突く,つく,
10763,辞する,辞する,じする,
10763,擁する,擁する,ようする,
10821,転がす,転がす,ころがす,
10821,凹む,へこむ,へこむ,
10821,引き替える,引きかえる,ひきかえる,
10821,裁く,裁く,さばく,
10821,紛れる,まぎれる,まぎれる,
10821,漉す,こす,こす,
10865,失せる,うせる,うせる,
10865,囲う,囲う,かこう,
10865,覆す,覆す,くつがえす,
10915,荒らす,荒らす,あらす,
10915,引き締まる,引き締まる,ひきしまる,
10915,行き詰まる,行き詰まる,いきづまる,
10915,跳ねる,はねる,はねる,
10915,弱める,弱める,よわめる,
10977,思い遣る,思いやる,おもいやる,
10977,実る,実る,みのる,
10977,漲る,みなぎる,みなぎる,
10977,絡める,からめる,からめる,
10977,住み着く,住みつく,すみつく,
10977,引き下げる,引き下げる,ひきさげる,
11024,噛み付く,かみ付く,かみつく,
11024,書き替える,書き換える,かきかえる,
11024,極まる,きわまる,きわまる,
11024,引っ込む,引っ込む,ひっこむ,
11024,降り立つ,降り立つ,おりたつ,
11024,埋め込む,埋め込む,うめこむ,
11078,燥ぐ,はしゃぐ,はしゃぐ,
11078,引き裂く,引き裂く,ひきさく,
11078,揺らす,揺らす,ゆらす,
11078,ちぎる,ちぎる,ちぎる,
11078,哀れむ,哀れむ,あわれむ,
11134,浸ける,つける,つける,
11134,温まる,温まる,あたたまる,
11134,羽織る,はおる,はおる,
11134,躓く,つまずく,つまずく,
11134,突き立つ,突き立つ,つきたつ,
11134,戒める,戒める,いましめる,
11134,組み替える,組み替える,くみかえる,
11193,持ち歩く,持ち歩く,もちあるく,
11193,引き締める,引き締める,ひきしめる,
11193,燃え上がる,燃え上がる,もえあがる,
11193,抜き取る,抜き取る,ぬきとる,
11193,静まる,静まる,しずまる,
11251,透ける,すける,すける,
11251,片付く,片付く,かたづく,
11251,否む,否む,いなむ,
11251,企む,たくらむ,たくらむ,
11251,渦巻く,渦巻く,うずまく,
11251,突き上げる,突き上げる,つきあげる,
11251,読み上げる,読み上げる,よみあげる,
11251,立たす,立たす,たたす,
11251,触れ合う,触れ合う,ふれあう,
11251,潤む,うるむ,うるむ,
11319,見せ掛ける,見せかける,みせかける,
11319,有り触れる,ありふれる,ありふれる,
11319,飛び回る,飛び回る,とびまわる,
11319,下回る,下回る,したまわる,
11369,沸かす,沸かす,わかす,
11369,投げ捨てる,投げ捨てる,なげすてる,
11369,揺らぐ,揺らぐ,ゆらぐ,
11369,陥れる,陥れる,おとしいれる,
11428,霞む,かすむ,かすむ,
11428,受け持つ,受け持つ,うけもつ,
11428,慎む,慎む,つつしむ,
11473,群がる,群がる,むらがる,
11473,締まる,閉まる,しまる,
11473,弁える,わきまえる,わきまえる,
11473,彷徨く,うろつく,うろつく,
11473,纏わり付く,まとわりつく,まとわりつく,
11473,垣間見る,垣間見る,かいまみる,
11473,摩る,さする,さする,
11473,侵す,侵す,おかす,
11528,立て直す,立て直す,たてなおす,
11528,揺る,揺る,ゆる,
11528,剥き出す,むき出す,むきだす,
11528,見立てる,見立てる,みたてる,
11528,重なり合う,重なり合う,かさなりあう,
11528,取り外す,取り外す,とりはずす,
11596,諭す,諭す,さとす,
11596,引き離す,引き離す,ひきはなす,
11596,滞る,滞る,とどこおる,
11596,刈る,刈る,かる,
11596,立ち尽くす,立ち尽くす,たちつくす,
11596,掠れる,かすれる,かすれる,
11642,入れ替わる,入れ替わる,いれかわる,
11642,あてがう,あてがう,あてがう,
11642,仕上がる,仕上がる,しあがる,
11642,引き攣る,ひきつる,ひきつる,
11642,しゃがみ込む,しゃがみ込む,しゃがみこむ,
11707,眩む,くらむ,くらむ,
11707,擦り付ける,擦り付ける,こすりつける,
11707,掻き分ける,かき分ける,かきわける,
11707,跪く,ひざまずく,ひざまずく,
11763,見比べる,見比べる,みくらべる,
11763,薄める,薄める,うすめる,
11763,取り締まる,取り締まる,とりしまる,
11763,束ねる,束ねる,たばねる,
11763,遠退く,遠のく,とおのく,
11763,授かる,授かる,さずかる,
11763,突き出る,突き出る,つきでる,
11763,屈する,屈する,くっする,
11823,降り注ぐ,降り注ぐ,ふりそそぐ,
11823,灯す,ともす,ともす,
11823,靡く,なびく,なびく,
11823,指し示す,指し示す,さししめす,
11823,志す,志す,こころざす,
11876,偽る,偽る,いつわる,
11876,恐れ入る,恐れ入る,おそれいる,
11876,抑え込む,抑え込む,おさえこむ,
11876,滲み出る,にじみ出る,にじみでる,
11876,身構える,身構える,みがまえる,
11876,年老いる,年老いる,としおいる,
11876,築き上げる,築き上げる,きずきあげる,
11876,書き留める,書きとめる,かきとめる,
11876,駆り立てる,駆り立てる,かりたてる,
11876,尊ぶ,とうとぶ,とうとぶ,
11940,待たす,待たす,またす,
11940,縛り付ける,縛りつける,しばりつける,
11940,古びる,古びる,ふるびる,
11940,思い詰める,思い詰める,おもいつめる,
11940,宛てる,宛てる,あてる,
12009,乾かす,乾かす,かわかす,
12009,ばら蒔く,ばらまく,ばらまく,
12009,損ねる,損ねる,そこねる,
12009,湧き上がる,わき上がる,わきあがる,
12009,引き立てる,引き立てる,ひきたてる,
12009,奏する,奏する,そうする,
12009,暴く,暴く,あばく,
12009,計り知れる,計り知れる,はかりしれる,
12009,容れる,いれる,いる,
12071,扠置く,さておく,さておく,
12071,見過ごす,見過ごす,みすごす,
12071,居合わせる,居合わせる,いあわせる,
12071,分かつ,分かつ,わかつ,
12071,跳ぶ,跳ぶ,とぶ,
12071,拾い上げる,拾い上げる,ひろいあげる,
12071,弄ぶ,もてあそぶ,もてあそぶ,
12071,導き出す,導き出す,みちびきだす,
12071,まつる,まつる,まつる,
12149,取り寄せる,取り寄せる,とりよせる,
12149,遣っ付ける,やっつける,やっつける,
12149,売り出す,売り出す,うりだす,
12149,草臥れる,くたびれる,くたびれる,
12149,滑り込む,滑り込む,すべりこむ,
12149,報いる,報いる,むくいる,
12149,打ち破る,打ち破る,うちやぶる,
12149,煮込む,煮込む,にこむ,
12216,悔やむ,悔やむ,くやむ,
12216,呪う,呪う,のろう,
12216,火照る,火照る,ほてる,
12216,ぶら下げる,ぶら下げる,ぶらさげる,
12216,詰る,なじる,なじる,
12216,照らし出す,照らし出す,てらしだす,
12216,口籠もる,口ごもる,くちごもる,
12285,裂ける,裂ける,さける,
12285,押し潰す,押しつぶす,おしつぶす,
12285,持て成す,もてなす,もてなす,
12285,突き刺す,突き刺す,つきさす,
12285,畏まる,かしこまる,かしこまる,
12285,画する,画する,かくする,
12285,醸し出す,かもし出す,かもしだす,
12285,轟く,とどろく,とどろく,
12285,座する,座する,ざする,
12285,吐き捨てる,吐き捨てる,はきすてる,
12343,こびり付く,こびり付く,こびりつく,
12343,飛び散る,飛び散る,とびちる,
12343,引っ掻く,ひっかく,ひっかく,
12343,和らぐ,和らぐ,やわらぐ,
12343,食い込む,食い込む,くいこむ,
12343,掻き回す,かき回す,かきまわす,
12343,迎え入れる,迎え入れる,むかえいれる,
12343,浮き上がる,浮き上がる,うきあがる,
12343,突き刺さる,突き刺さる,つきささる,
12343,遊ばす,遊ばす,あそばす,
12343,敬う,敬う,うやまう,
12343,貪る,むさぼる,むさぼる,
12399,懲りる,懲りる,こりる,
12399,口説く,口説く,くどく,
12399,持ち上がる,持ち上がる,もちあがる,
12399,食い止める,食い止める,くいとめる,
12399,早める,早める,はやめる,
12399,打ち切る,打ち切る,うちきる,
12399,欺く,欺く,あざむく,
12399,根付く,根づく,ねづく,
12399,押し退ける,押しのける,おしのける,
12399,書き上げる,書き上げる,かきあげる,
12470,叩き込む,たたき込む,たたきこむ,
12470,言い放つ,言い放つ,いいはなつ,
12470,窘める,たしなめる,たしなめる,
12470,呼び止める,呼び止める,よびとめる,
12470,呼び起こす,呼び起こす,よびおこす,
12525,読み込む,読み込む,よみこむ,
12525,抉る,えぐる,えぐる,
12525,あしらう,あしらう,あしらう,
12525,奪い取る,奪い取る,うばいとる,
12525,口走る,口走る,くちばしる,
12525,揺れ動く,揺れ動く,ゆれうごく,
12525,鳴り響く,鳴り響く,なりひびく,
12525,きらめく,きらめく,きらめく,
12525,蒔く,まく,まく,
12603,擽る,くすぐる,くすぐる,
12603,思い返す,思い返す,おもいかえす,
12603,透き通る,透き通る,すきとおる,
12603,波打つ,波打つ,なみうつ,
12603,熟する,熟する,じゅくする,
12603,挙る,挙る,こぞる,
12603,見積もる,見積もる,みつもる,
12603,言い表わす,言い表す,いいあらわす,
12685,持て余す,持て余す,もてあます,
12685,縮む,奮闘,ふんとう,
12685,甘やかす,甘やかす,あまやかす,
12685,適う,かなう,かなう,
12751,見習う,見習う,みならう,
12751,張り切る,張り切る,はりきる,
12751,問い質す,問いただす,といただす,
12751,拭き取る,ふき取る,ふきとる,
12751,見入る,見入る,みいる,
12751,思い知らす,思い知らす,おもいしらす,
12751,切り裂く,切り裂く,きりさく,
12837,懐く,なつく,なつく,
12837,取り返す,取り返す,とりかえす,
12837,しゃがむ,しゃがむ,しゃがむ,
12837,嵌め込む,はめ込む,はめこむ,
12837,擦り抜ける,すり抜ける,すりぬける,
12837,掻き混ぜる,かき混ぜる,かきまぜる,
12837,流れ出す,流出す,ながれだす,
12837,振り上げる,振り上げる,ふりあげる,
12907,開き直る,開き直る,ひらきなおる,
12907,泊める,泊める,とめる,
12907,引っ込める,引っ込める,ひっこめる,
12907,淀む,よどむ,よどむ,
12907,怪しむ,怪しむ,あやしむ,
12907,厭う,いとう,いとう,
12907,行き交う,行き交う,いきかう,
12907,引き籠もる,引きこもる,ひきこもる,
12907,申し入れる,申し入れる,もうしいれる,
12907,立ち込める,立ち込める,たちこめる,
12907,蠢く,うごめく,うごめく,
12995,点ける,つける,つける,
12995,損する,損する,そんする,
12995,錆びる,さびる,さびる,
12995,見計らう,見計らう,みはからう,
12995,見破る,見破る,みやぶる,
12995,入り交じる,入り交じる,いりまじる,
12995,植わる,植わる,うわる,
12995,切り落とす,切り落とす,きりおとす,
13068,傷む,傷む,いたむ,
13068,跨ぐ,またぐ,またぐ,
13068,のめり込む,のめり込む,のめりこむ,
13068,巻き上げる,巻き上げる,まきあげる,
13068,見惚れる,見とれる,みとれる,
13068,言い付ける,言い付ける,いいつける,
13068,比する,比する,ひする,
13068,思い直す,思い直す,おもいなおす,
13146,見下す,見下す,みくだす,
13146,なぞる,なぞる,なぞる,
13146,掘り出す,掘り出す,ほりだす,
13146,流れ出る,流れ出る,ながれでる,
13146,突き当たる,突き当たる,つきあたる,
13146,言い残す,言い残す,いいのこす,
13146,怯む,ひるむ,ひるむ,
13146,勝ち取る,勝ち取る,かちとる,
13146,役立てる,役立てる,やくだてる,
13146,締め括る,締めくくる,しめくくる,
13146,魅する,魅する,みする,
13146,軋む,きしむ,きしむ,
13226,問い詰める,問い詰める,といつめる,
13226,替わる,替わる,かわる,
13226,晴らす,晴らす,はらす,
13226,生やす,はやす,はやす,
13226,惑わす,惑わす,まどわす,
13226,承る,承る,うけたまわる,
13226,横たえる,横たえる,よこたえる,
13318,嵩む,かさむ,かさむ,
13318,舞い上がる,舞い上がる,まいあがる,
13318,高ぶる,高ぶる,たかぶる,
13318,興す,興す,おこす,
13318,振り払う,振り払う,ふりはらう,
13318,移り住む,移り住む,うつりすむ,
13318,根差す,根ざす,ねざす,
13318,蹌踉く,よろめく,よろめく,
13391,押さえ付ける,抑えつける,おさえつける,
13391,紛れ込む,紛れ込む,まぎれこむ,
13391,侮る,侮る,あなどる,
13391,長ける,たける,たける,
13391,上り詰める,上りつめる,のぼりつめる,
13391,念ずる,念ずる,ねんずる,
13391,疼く,うずく,うずく,
13391,混ぜ合わせる,混ぜ合わせる,まぜあわせる,
13457,仕込む,仕込む,しこむ,
13457,合わす,合わす,あわす,
13457,踏み付ける,踏みつける,ふみつける,
13457,戯れる,戯れる,たわむれる,
13457,伸し掛かる,のしかかる,のしかかる,
13457,振り翳す,振りかざす,ふりかざす,
13457,占う,占う,うらなう,
13457,張り巡らす,張りめぐらす,はりめぐらす,
13457,過ぎ去る,過ぎ去る,すぎさる,
13457,解き放つ,解き放つ,ときはなつ,
13457,弱まる,弱まる,よわまる,
13457,せしめる,せしめる,せしめる,
13540,サボる,さぼる,さぼる,
13540,聞き入れる,聞き入れる,ききいれる,
13540,負わす,負わす,おわす,
13540,もがく,もがく,もがく,
13540,突き進む,突き進む,つきすすむ,
13540,奏でる,奏でる,かなでる,
13639,納まる,納まる,おさまる,
13639,居座る,居座る,いすわる,
13639,報う,報う,むくう,
13639,窪む,くぼむ,くぼむ,
13639,寄り掛かる,寄りかかる,よりかかる,
13639,張り詰める,張りつめる,はりつめる,
13639,張り出す,張り出す,はりだす,
13639,請け負う,請け負う,うけおう,
13639,引き連れる,引き連れる,ひきつれる,
13639,押し殺す,押し殺す,おしころす,
13639,立ち竦む,立ちすくむ,たちすくむ,
13639,走り去る,走り去る,はしりさる,
13726,駆け巡る,駆けめぐる,かけめぐる,
13726,突き放す,突き放す,つきはなす,
13726,遣り遂げる,やり遂げる,やりとげる,
13726,剥ぎ取る,はぎ取る,はぎとる,
13726,寝そべる,寝そべる,ねそべる,
13726,崩れ落ちる,崩れ落ちる,くずれおちる,
13726,退る,退る,しさる,
13726,憂える,憂える,うれえる,
13726,絡まる,からまる,からまる,
13726,言い渡す,言い渡す,いいわたす,
13726,仰け反る,のけぞる,のけぞる,
13726,搗く,つく,つく,
13805,言い合う,言い合う,いいあう,
13805,弛む,たるむ,たるむ,
13805,吹かす,吹かす,ふかす,
13805,均す,ならす,ならす,
13805,研ぐ,研ぐ,とぐ,
13805,引き下がる,引き下がる,ひきさがる,
13805,折り畳む,折りたたむ,おりたたむ,
13805,漬ける,漬ける,つける,
13805,滴る,滴る,したたる,
13805,揺るがす,揺るがす,ゆるがす,
13898,剥ぐ,剥ぐ,はぐ,
13898,凭れる,もたれる,もたれる,
13898,焦げる,焦げる,こげる,
13898,打ち付ける,打ちつける,うちつける,
13898,遅らせる,遅らせる,おくらせる,
13898,汲み取る,くみ取る,くみとる,
13898,廃する,廃する,はいする,
13980,切り抜ける,切り抜ける,きりぬける,
13980,取り直す,取り直す,とりなおす,
13980,降り懸かる,降りかかる,ふりかかる,
13980,取り去る,取り去る,とりさる,
13980,重ね合わせる,重ね合わせる,かさねあわせる,
13980,項垂れる,うなだれる,うなだれる,
13980,織る,織る,おる,
14062,渇く,渇く,かわく,
14062,ときめく,ときめく,ときめく,
14062,突っ走る,突っ走る,つっぱしる,
14062,食する,食する,しょくする,
14062,流し込む,流し込む,ながしこむ,
14062,明け暮れる,明け暮れる,あけくれる,
14062,朽ちる,朽ちる,くちる,
14062,穿つ,うがつ,うがつ,
14062,平伏す,ひれ伏す,ひれふす,
14062,助け合う,助け合う,たすけあう,
14153,曝け出す,さらけ出す,さらけだす,
14153,呼び戻す,呼び戻す,よびもどす,
14153,立ち並ぶ,立ち並ぶ,たちならぶ,
14153,書き残す,書き残す,かきのこす,
14153,涙ぐむ,涙ぐむ,なみだぐむ,
14153,引き延ばす,引き延ばす,ひきのばす,
14153,塗す,まぶす,まぶす,
14153,推し進める,推し進める,おしすすめる,
14153,炒る,いる,いる,
14244,塞がる,ふさがる,ふさがる,
14244,障る,さわる,さわる,
14244,照る,照る,てる,
14244,押し上げる,押し上げる,おしあげる,
14244,突き詰める,突き詰める,つきつめる,
14244,持て囃す,もてはやす,もてはやす,
14244,宿す,宿す,やどす,
14351,受かる,受かる,うかる,
14351,貯まる,たまる,たまる,
14351,せがむ,せがむ,せがむ,
14351,遣り過ごす,やり過ごす,やりすごす,
14351,打ち消す,打ち消す,うちけす,
14351,縺れる,もつれる,もつれる,
14351,甘んずる,甘んずる,あまんずる,
14351,駆け上がる,駆け上がる,かけあがる,
14351,擡げる,もたげる,もたげる,
14351,抱き上げる,抱き上げる,だきあげる,
14351,鑑みる,かんがみる,かんがみる,
14351,絞り込む,絞り込む,しぼりこむ,
14454,焼き付く,焼きつく,やきつく,
14454,溜め込む,ため込む,ためこむ,
14454,膨れる,膨れる,ふくれる,
14454,洗い流す,洗い流す,あらいながす,
14454,打ち解ける,打ち解ける,うちとける,
14454,諫める,いさめる,いさめる,
14454,刻み込む,刻み込む,きざみこむ,
14454,流れ落ちる,流れ落ちる,ながれおちる,
14547,寝込む,寝込む,ねこむ,
14547,書き直す,書き直す,かきなおす,
14547,飛び越える,飛び越える,とびこえる,
14547,吸い取る,吸い取る,すいとる,
14547,陣取る,陣取る,じんどる,
14547,届け出る,届け出る,とどけでる,
14547,聞き付ける,聞き付ける,ききつける,
14547,絶する,絶する,ぜっする,
14547,押し当てる,押し当てる,おしあてる,
14547,笑い掛ける,笑いかける,わらいかける,
14640,生き返る,生き返る,いきかえる,
14640,突き抜ける,突き抜ける,つきぬける,
14640,切り上げる,切り上げる,きりあげる,
14640,苛む,さいなむ,さいなむ,
14640,色褪せる,色あせる,いろあせる,
14640,売り込む,売り込む,うりこむ,
14640,うねる,うねる,うねる,
14640,競い合う,競い合う,きそいあう,
14640,合わせ持つ,合わせ持つ,あわせもつ,
14720,裏返す,裏返す,うらがえす,
14720,群れる,群れる,むれる,
14720,萎える,なえる,なえる,
14720,生い茂る,生い茂る,おいしげる,
14720,繰り上げる,繰り上げる,くりあげる,
14720,恍ける,とぼける,とぼける,
14720,取り乱す,取り乱す,とりみだす,
14814,吹き付ける,吹きつける,ふきつける,
14814,満ち溢れる,満ちあふれる,みちあふれる,
14814,倒れ込む,倒れ込む,たおれこむ,
14914,通り越す,通り越す,とおりこす,
14914,決め込む,決め込む,きめこむ,
14914,絞める,絞める,しめる,
14914,考え付く,考えつく,かんがえつく,
14914,和む,なごむ,なごむ,
14914,動ずる,動ずる,どうずる,
14914,引き戻す,引き戻す,ひきもどす,
14914,仕組む,仕組む,しくむ,
14914,超す,超す,こす,
14914,印す,しるす,しるす,
14914,排する,排する,はいする,
15032,殺ぐ,そぐ,そぐ,
15032,生ける,生ける,いきる,
15032,しゃぶる,しゃぶる,しゃぶる,
15032,浮かす,浮かす,うかす,
15032,労わる,いたわる,いたわる,
15032,駆け抜ける,駆け抜ける,かけぬける,
15032,願い出る,願い出る,ねがいでる,
15148,突き落とす,突き落とす,つきおとす,
15148,立ちはだかる,立ちはだかる,たちはだかる,
15148,抜き出す,抜き出す,ぬきだす,
15148,掘り起こす,掘り起こす,ほりおこす,
15245,敷き詰める,敷き詰める,しきつめる,
15245,濁す,濁す,にごす,
15245,白ける,しらける,しらける,
15245,追い返す,追い返す,おいかえす,
15245,愛し合う,愛し合う,あいしあう,
15245,痛め付ける,痛めつける,いためつける,
15245,結う,結う,ゆう,
15245,迸る,ほとばしる,ほとばしる,
15245,設える,しつらえる,しつらえる,
15245,放り投げる,放り投げる,ほうりなげる,
15245,擬える,なぞらえる,なぞらえる,
15245,書き記す,書き記す,かきしるす,
15245,くねる,くねる,くねる,
15365,剥げる,はげる,はげる,
15365,仕付ける,仕付ける,しつける,
15365,黒ずむ,黒ずむ,くろずむ,
15365,思い知る,思い知る,おもいしる,
15365,蹴飛ばす,けとばす,けとばす,
15365,切り込む,切り込む,きりこむ,
15365,差し入れる,差し入れる,さしいれる,
15365,攀じ登る,よじ登る,よじのぼる,
15365,打ちのめす,打ちのめす,うちのめす,
15365,更ける,ふける,ふける,
15365,問い返す,問い返す,といかえす,
15365,見取る,みとる,みとる,
15365,分かち合う,分かち合う,わかちあう,
15365,立ち返る,立ち返る,たちかえる,
15365,先駆ける,先駆ける,さきがける,
15365,博する,博する,はくする,
15468,ちらつく,ちらつく,ちらつく,
15468,ぼやく,ぼやく,ぼやく,
15468,口ずさむ,口ずさむ,くちずさむ,
15468,沸き起こる,沸き起こる,わきおこる,
15468,食い縛る,食いしばる,くいしばる,
15468,追い立てる,追い立てる,おいたてる,
15468,主立つ,主立つ,おもだつ,
15468,死する,死する,しする,
15468,崇める,あがめる,あがめる,
15468,組み入れる,組み入れる,くみいれる,
15468,しゃくる,しゃくる,しゃくる,
15574,乗り取る,乗り取る,のりとる,
15574,取り払う,取り払う,とりはらう,
15574,連れ立つ,連れ立つ,つれだつ,
15574,綻ぶ,ほころぶ,ほころぶ,
15574,漕ぎ着ける,こぎつける,こぎつける,
15574,執り行なう,執り行う,とりおこなう,
15574,煮詰める,煮詰める,につめる,
15703,あやす,あやす,あやす,
15703,生まれ付く,生まれつく,うまれつく,
15703,くすむ,くすむ,くすむ,
15703,切羽詰まる,切羽詰まる,せっぱつまる,
15703,信じ込む,信じ込む,しんじこむ,
15703,事欠く,事欠く,ことかく,
15703,潜り抜ける,くぐり抜ける,くぐりぬける,
15703,跳ね上がる,跳ね上がる,はねあがる,
15703,窮する,窮する,きゅうする,
15703,揺るぐ,揺るぐ,ゆるぐ,
15703,脱ぎ捨てる,脱ぎ捨てる,ぬぎすてる,
15703,たじろぐ,たじろぐ,たじろぐ,
15703,取り調べる,取り調べる,とりしらべる,
15831,撒き散らす,撒き散らす,まきちらす,
15831,手間取る,手間取る,てまどる,
15831,鈍る,鈍る,にぶる,
15831,抱き抱える,抱きかかえる,だきかかえる,
15831,絡み付く,からみつく,からみつく,
15831,飛び乗る,飛び乗る,とびのる,
15831,立て籠る,立てこもる,たてこもる,
15831,捜し求める,探し求める,さがしもとめる,
15831,取り次ぐ,取り次ぐ,とりつぐ,
15831,因る,よる,よる,
15831,赤らめる,赤らめる,あからめる,
15963,出し合う,出し合う,だしあう,
15963,思い止まる,思いとどまる,おもいとどまる,
15963,仕舞い込む,しまい込む,しまいこむ,
15963,持たす,持たす,もたす,
15963,為出かす,しでかす,しでかす,
15963,匿う,かくまう,かくまう,
15963,入り組む,入り組む,いりくむ,
15963,架ける,かける,かける,
15963,連れ込む,つれ込む,つれこむ,
15963,頬張る,ほおばる,ほおばる,
15963,喫する,喫する,きっする,
15963,瀕する,瀕する,ひんする,
15963,奉ずる,奉ずる,ほうずる,
15963,教え込む,教え込む,おしえこむ,
16075,垂れ下がる,垂れ下がる,たれさがる,
16075,仕向ける,仕向ける,しむける,
16075,割り出す,割り出す,わりだす,
16075,照らし合わせる,照らし合わせる,てらしあわせる,
16075,燻る,くすぶる,くすぶる,
16075,羽ばたく,はばたく,はばたく,
16075,振り絞る,ふりしぼる,ふりしぼる,
16075,積み込む,積み込む,つみこむ,
16075,差し向ける,差し向ける,さしむける,
16075,逸する,逸する,いっする,
16075,紡ぐ,紡ぐ,つむぐ,
16075,攻め込む,攻め込む,せめこむ,
16075,掻き毟る,かきむしる,かきむしる,
16075,取り壊す,取り壊す,とりこわす,
16075,仕る,つかまつる,つかまつる,
16211,聞き流す,聞き流す,ききながす,
16211,買い込む,買い込む,かいこむ,
16211,振り切る,振り切る,ふりきる,
16211,振り撒く,ふりまく,ふりまく,
16211,切らす,切らす,きらす,
16211,走り抜ける,走り抜ける,はしりぬける,
16211,運び出す,運び出す,はこびだす,
16211,取り仕切る,取り仕切る,とりしきる,
16211,作り変える,作り替える,つくりかえる,
16211,絞り出す,絞り出す,しぼりだす,
16211,進み出る,進出る,すすみでる,
16211,架かる,かかる,かかる,
16211,繰り下げる,繰り下げる,くりさげる,
16348,老ける,ふける,ふける,
16348,飲ます,飲ます,のます,
16348,噛み合う,かみ合う,かみあう,
16348,罹る,かかる,かかる,
16348,打ち殺す,打ち殺す,うちころす,
16348,面食らう,面食らう,めんくらう,
16348,掘り下げる,掘り下げる,ほりさげる,
16348,鏤める,ちりばめる,ちりばめる,
16474,擦れる,すれる,すれる,
16474,染み付く,しみつく,しみつく,
16474,値切る,値切る,ねぎる,
16474,泣き叫ぶ,泣き叫ぶ,なきさけぶ,
16474,掻き集める,かき集める,かきあつめる,
16474,逸る,はやる,はやる,
16474,償う,償う,つぐなう,
16474,興ずる,興ずる,きょうずる,
16474,果せる,果たせる,はたす,
16474,晦ます,くらます,くらます,
16474,消え失せる,消えうせる,きえうせる,
16474,色付く,色付く,いろづく,
16474,振り下ろす,振り下ろす,ふりおろす,
16474,後ずさる,後ずさる,あとずさる,
16617,付け込む,付け込む,つけこむ,
16617,捌く,さばく,さばく,
16617,罷り通る,まかり通る,まかりとおる,
16617,挽く,ひく,ひく,
16617,悔いる,悔いる,くいる,
16617,買い求める,買い求める,かいもとめる,
16617,見定める,見定める,みさだめる,
16617,掛け合う,かけ合う,かけあう,
16617,編み出す,編み出す,あみだす,
16617,嘲る,あざける,あざける,
16617,取り憑く,とりつく,とりつく,
16617,追い求める,追い求める,おいもとめる,
16743,煮える,煮える,にえる,
16743,打ちまける,ぶちまける,ぶちまける,
16743,拗ねる,すねる,すねる,
16743,乗り継ぐ,乗り継ぐ,のりつぐ,
16743,刺さる,刺さる,ささる,
16743,違える,違える,ちがえる,
16743,寝転ぶ,寝転ぶ,ねころぶ,
16743,曲がりくねる,曲がりくねる,まがりくねる,
16743,翻る,翻る,ひるがえる,
